comment,label,label_class
"If this woman ever runs for president, she's got my vote!",1,0
Thank you for being smart.,1,0
"It is true that businesses pay people who are on call and willing to work longer hours more money. I remember working at this popular Fast Food Place in America as a ""legal immigrant"" and I got a higher hourly wage than the other workers because I was willing to work later than the Americans and I did things the Americans would not do. As an immigrant I got a higher pay than other male workers and female workers and it was all because of the quality of work I put in. Before I left America the manager even promised an even higher hourly wage if I decided to come back. People pay quality workers more money.",1,0
"But some career choices dont allow women to duo certain things and some ""Sexism"" is actually in school so i go home and I tell my mom that at school that let the boys do fun things like move chairs table but only thing girls can do is file papers so and then she said well the try not to hurt the girls we so we can have children well it's not obligated for a women to have children.",1,0
Holy moly this woman needs to be president,1,0
there's a wage gap in the porn industry,1,0
Are you insane? 5min preroll add? How is this even something that slipped through?,1,0
Thank you 😊 now I dunderstand,1,0
"Sure, 77 cents on the dollar may not be true, but 6.6% is still really, REALLY, shitty. Let's say you had a job that payed $30,000 a year, and at the end of the year your boss came in toting a new company policy, where all female employees are given a $2000 bonus, for doing your exact same job. Would you think ""oh yeah it's only 6.6%, not a big deal,"" or would you be pissed that you were being payed less, and told it must just be ""different choices"" that were hurting your income.",1,0
One sentence says it all. If u could get away with 77% wages for women wouldn't u hire just women?? Can't argue with that,1,0
"There would be more reasons why the top five majors have more men than women. Is it the stereotype of men and women that contributes to this result? We need to put away the stereotypes and encourage women and men to develop themselves in a diversified way. When can we really stop saying ""choose a stable job and stay in the family. You don't have to be ambitous,,blablabla""to women and somehow deters them from realizing more possiblities?",1,0
Actually recent figures show that females earn about 8% more then men for the same job done overall. (Not including modeling because that would be unfair.),1,0
If I block this channel will I stop seeing these stupid ass videos on ads,1,0
someone send this video to John Oliver plz.,1,0
"Also, y have a woman give this bs propaganda video? Ive noticed to seem more creditable u fks use ppl o push ur own agenda like the left does but more frequently im seeing, foh.",3,0
At around 40 sec she herself jumps from median to average so I guess this woman has a math problem too..,3,0
How about wage gap in porn industry? Women make 3 times as much man. Lets talk about that,1,0
"This is true on the whole. However, circumstances are everywhere. I must contest to that point.",1,0
Facts + evidence = triggered feminist,2,0
EVERY FEMINIST NEEDS TO WATCH THIS!,1,0
You have to be a male dressed as a woman because this is a lie the wage gap is true men have oppressed women for way too long it's time for women to revolt this injustice,2,0
"Get it, based Mom!",1,0
There is a Study in Germany that says that Woman earn 7% les with the same backround,1,0
"Great video. Very succinct and informational. Allow to criticize one thing though: i find Ms. Summer's reading too noticeable to my taste. When she speaks, I look into her eyes, and I don't feel like she's looking back at me, but rather reading a wide sign above my head. There needs to be a ""top-down scrolling"" reading platform under the camera, or something even more suitable. I don't know the correct name for that, but feel free to tell me. I believe that would make the video even more professional-looking.",1,0
prageru amazing logic and evidence based content... until they bring up Jesus... then they resort to fallacies and fairy tales.,1,0
Thank you for putting that in perspective it all makes so much more sense.,1,0
um I guess my civics teacher told me wrong,1,0
"Thanks, it's still a thing downunder... they don't wan to get it (hear it)",1,0
I like how what people miss about the gender wage gap by vox and Is the Gender Pay Gap Real by the vlog brothers are in the related videos. Watch those instead they do a much better job explaining the problem.,1,0
Women must just stay home.,5,1
"""if for the same work women only make 77 cents for every dollar a man makes, why don't businesses hire only women?"" 1. men are usually face discomfort viewing women in positions of power, let alone ""giving"" them the said positions. 2.if you only hired women, then they'll be your entire workforce and you'll have to listen to what the say, for example, if they demand salary inclease, you wouldn't have a choice but to give it to them. but if you have fewer women, or a lot of women under the influence of more powerful men women can't demand anything, because they are easily and cheaply replaceable",6,1
I still wanna see a woman's pay stub that reads 33% below the minimum wage feminists,1,0
There IS a spending gap however.,3,0
see teacher? there is none,1,0
"So what these feminists want is Equality of outcome not Equal opportunity, they want to they want to work crap jobs and get paid same as a CEO.",1,0
Imagine downvoting facts.,1,0
"Now the real question is, do you believe her or not? I really want to believe her but i dont know her background. Rethinking a topic like this is great as long as you think critically of the sources if you want to believe something fact check it! Good luck this shitty world of liers everywhere",2,0
"For every dollar a man makes, a woman makes 1 dollar",1,0
Feminists would complain that the reason why women are only in 1 of the 5 fields that pays the best are because they are women.,3,0
Why did not she mention pregnancy and raising children? Are not those the major factors affecting employer's decisions regarding their employees in context of gender?,1,0
Woman are just incompetent in math/science which are HIGHER order skill set. Obviously men SHOULD be paid more and there SHOULD be a gap given man are more competent,5,1
"Imagine if this were a man talking, even though the points would be exactly the same, the opposing side would totally smite down the ideas the videos make. Fighting identity politics at their own game. Nice.",1,0
This is the only channel where I learn something new with every video.,1,0
What about the death on the job Gap 97% men,1,0
3.7k triggered feminists XD,1,0
I am woke!,1,0
"I like this video but I do wonder about when she talks about the choices women make when it comes to job choices. Because in the highest paying jobs listed, women are less likely to take them because of the discrimination and expectations they face. So when I look at it, they present an illusion of choice that it is 100% women's choice to not take those jobs. For the most part, this is a well presented video but I'm just thinking about that. So maybe it's not only a wage gap problem but also the gender disparity in fields of work.",1,0
Work harder from my job experiences through life. Most but not all females work alot less and take more breaks and complain about the their pay not being as goods as the boy's my solution to it. Work harder,5,1
Oh there's wage gap between me and rich-family-princess alright.,1,0
"okay, but like why do women make these choices?",1,0
"this isn't sexism, its common sense perfect",2,0
So why do women chose less good paying jobs? You have this question first.,1,0
idk about the united states but in switzerland we do have the wage gap and no one is denying it.,1,0
Very well said Christina,1,0
era ora finalmente una altra leggenda metropolitana che scompare,1,0
"welp, quit watching after she said ""if women are paid so much less, why don't businesses hire only women?"" buddy. friend. pal. if you're still repeating that nonsense argument, you clearly have nothing to contribute. Women are paid less because *their work is valued less than men's.* Therefore, businesses don't hire only women because they value women's work less. Would you hire a bunch of workers you believed are much lower quality workers simply so that you can pay them lower wages? If you still lack this basic understanding of what the wage gap is, then do not talk to me about why it's fake. If you're going to argue against something, know what it is first. *sigh*",5,1
i am interested in this university does this school have a football program? if so do you let people in for football scholarships?,1,0
no ur certainly wrong,1,0
"77cent for women it's just for her selft 100 cent for men is for him and his girlfriend Have you date before oh feminist??? I think u never date before Men often (if not always) share and pay the bill on a date. So, let's be fair 😂",2,0
You're getting paid for this so you're opinion is non existent,2,0
I watch this every night before I go to bed,1,0
"Amazing, today we found out the new stunning fact that people people want equality of outcome!",1,0
Can I get the links to external sources,1,0
"you video is very informative and truthful. However, I think you are missing the point. Its not about attempting to understand what is really going on, they are not interested in that. Its about having a complaint (regardless of whether it is legit), backing it with some carefully crafted statistics and/or research, and repeating the complaint over and over and over until they get what they want. Which is never enough, so they repeat the above, because it works enough times, and so they feel empowered and self righteous. It is a mental disorder really.",3,0
"You can blame Jennifer Lawrence, who thinks she is as tenured and as big of a draw as Bradley Cooper, Christian Bale, Robert DeNiro and Chris Pratt.",3,0
Thank you for clearing this up!,1,0
"""If they don't think like i do then i will make them think like i do"" - Every dummy left extremist also said by Josef Stalin.",2,0
This converted me.,1,0
For some added fun see how Thomas Sowell dealt with this issue waaaay back in 1981 on Firing Line. It goes back a loooong way.,1,0
"There is a girl in my school who claims to be feminist. She always brings up the ""wage gap"" and how it is wrong. When we were having a debate in class I brought up all the points I learned in this video, and she didn't care. She is too hypnotized into believing what she wants to believe, that she can't even think about the idea of there not being a wage gap. After instantly shutting me down before I could finish talking, she went on to say that everyone deserves equal pay, and free speech...",2,0
"Thank you, this is a well made, well researched video. No yelling, screaming or basing anything on emotion, only the facts. This should end the argument to anyone with half a Brain. 👍🏿",1,0
How can there be a gender wage gap if there is 170+ genders?,1,0
"The community organizer field is 81% female, which helps to explain Obama.",2,0
She just made the point of the century in literally the first 5 seconds. I love it 🤙🤙,1,0
"In the video There is No Gender Wage Gap, it starts off by stating a statistic that a lot of sources use, that women are paid 77 cents per every male dollar. From the article “What is the gender pay gap and is it real?”, it states that women are paid 80 cents to every male dollar, which is not far off from 77 cents. The video I watched had a female presenting all the stats and opinions, which is very clever by Prager U who posted the video. Why not show a female talking about how there is no gender wage gap, it just adds onto their argument. The video states that if a person factors in different choices each gender makes on top of occupation, position, education, and hours per week, then then the wage gap nearly diminishes down to 6.6 cents. I feel as if a person cannot just factor in “choices”, because not everyone is in the same situation. Many women want families, so when women are pregnant they go on maternal leave, as long as they need or are allowed. Also women have been proven to do more work around the house and also take time off to be there for their kids. Women cannot be discriminated against just because of their choices. It does not matter their choices. Also the video does not take into account the fact of race. As we learned in class, black and hispanic women are paid a lot less than women who are white or asian, which is from the article “What is the gender pay gap and is it real?”. Overall we can each have our own opinion if there is or is not a gap, but the video There is No Gender Wage Gap is filled with fallacies that are opinion based and not fact and research based like the article “What is the gender pay gap and is it real?”.",1,0
"Just as she mentioned at the very beginning, if there was a wage gap, fire all your male workers, and hire 100% females you will reduce 25% on your worker costs. Or would you rather pay an extra 25% to help the male world domination?",1,0
"There absolutely is a wage gap. It is illegal to pay men and women differently for the same work under the Equal Pay Act of 1963, yet women are not offered the same opportunities as men. This video is misleading.",1,0
Damn patriachy making this poor woman report this so they could save 23cents to the dollar shame😂😂,1,0
Male Football players distort the average earnings of men and women.,1,0
"I can't seem to find the citations for this video, could someone point me towards them?",1,0
"But business have started to hire only women. Just last year almost 2/3rd of new hires were women, despite being less than half of the workforce population. This trend has been worsening in recent years and shows no signs of reversing.",1,0
"Rather than developing a interesting and fair debate on how we look at gender pay gap reports, all this video does is reduce the issue to flawed simplistic arguements that suit a certain demographic of people.... While the arguement that the way gender pay is calculated may be too simplistic could be a valid, this video abandons any hope of a nuanced debate by peddling the notion that most pay gap issues we see is due to the choice of women. That will please all the anti-feminists that believe women are trying to take their rights away! Not sure how YouTube's algorithm landed this video inside my echo chamber, probably missclicked on too many ""Man on motorbike fights cop"" videos.",2,0
"You aren't talking to actual feminists about the attempts to close the wage gap clearly. High level efforts to closing the gap aren't simply demanding women get paid more, they are more frequently trying to solve the issues that cause the gap to occur; those 'differences' that you think need to be accounted for, are the very things feminists are trying to address. Don't control for the issues that cause the gap, fix those issues. There is also an opportunity gap for many jobs, not simply differences based on, as you put it, 'choices' that it's dishonest to ignore.",1,0
*Clap clap clap*,1,0
"Here is another variable. Over 80% of teachers are women.So when they calculate the wages,do they factor in that full time teaching is actually only a part time job? I doubt it.",1,0
So what I understand is that men earn more money because they got better jobs. My question is: why is it not 50 % males who get these jobs and 50% females?,1,0
I love how 1 thousand people still disagree with the actual facts and statistics presented to them,1,0
Feminism exists because of propaganda like this shite video. Nice try though. I guess the tiny dick white guys need a boost up every now and again. And of course all the republican woman who don't have any friends or souls need to feel appeased because their own mothers couldn't stand them and because they can't play well with others,3,0
Who else is looking for butthurt feminists in the comments,2,0
"I agree with this, and if it is true then a law requiring men and women to be paid the same for the same qualifications and work should not be a problem.",1,0
"I can't find the wwau 6.6 cents anywhere, can't come one direct me to it? Edit: nvm found out that they took it down, guess it didn't support their opinions",1,0
"women are not available to work for long hours and with a flexible schedule because they are obligated to their family responsibilities (and for which they don't get paid obviously), while men are obligated only for a financial responsibility towards the family even in cases where either of them earn almost the same. women's inability to work in places where there is potential danger and where physical strength is required is highly related to their body makeup and what nature has given them. it is foolish to demand biologically more from a the other half of the human population. instead, work must be alloted according to the universal societal obligations of both the sexes and most importantly their biological limit on an average. common sense isn't enough to justify a problem of this magnitude.",1,0
"I was scrolling through Instagram the other day and I came across a comment that said ""The wage gap exists"". I told the person that the wage gap wasn't real and I actually used real facts to back up my arguments. What triggered me the most was that the person had no common sense and didn't even wanna listen to me/read my comments. It's so sad that ppl like this exist.",1,0
This is retarded. If ur gonna take the time to find legitimate facts and begin to make a legitimate argument please don't then just generally claim the wage gap doesn't exist. Both sides here are trying to brainwash. It would be appreciated if u used ur useful research for a purpose other than this blatant sexism.,2,0
Thank you Thank you for this video. I always knew this was a load of cr*p but now I know why!,1,0
This video is about to cause a shit storm the size of Katrina. Great job.,1,0
Women do not just choose to have less paid jobs. They don't have much choice based on their experience which doesn't always depends just on them.,1,0
They say a woman's work is never done...that is why they get paid less ;),3,0
If I pasted this on my Facebook I would receive nothing but hatred and death threats.,1,0
Don't try to reason with feminists. They're already a lost cause.,3,0
This is a good video with a deceptive title.,1,0
so they have proved that peoples well being are not important. Families and people who work for a greater good obviously arent worth anything,1,0
I like that she as a woman is telling us this - proving that not all women believe in the wage gap - this really helps to show it's not just evil men blindly denying a wage gap,1,0
Watch Ben Shapiro use this all the time.,1,0
"1:26 so wait, you're trying to say there's a wage gap but it's okay since women just naturally choose to not work hard enough? And there are no women that work overtime or try to get higher paying jobs either? If that is the case, then why?",1,0
I bet those 777 people got triggerd.,1,0
why more women can be like her,1,0
WHERE ARE THOSE 33% FEMALE IN MY COMPUTER SCIENCE CLASSES I DON'T SEE THEM,1,0
The modern day woman is so reasonable,1,0
I have such a huge crush on Christina Hoff Sommers <3,1,0
"Hmmm choices, maybe it's not really choices but gender roles embedded in our society that in turn control or substantially affect these choices. Why do women chose majors like teaching or counseling or nursing, because those are the roles/majors women are generally expected to be interested in. By choosing these majors they are less likely to have to compete with males and more likely to get the job. When it comes to jobs like attorney, CEO, so forth these are jobs predominantly maintained by males and women are more likely to have to compete with them. Why does this competition matter if the woman is just as good an applicant? Oh because women are thought to have to pick up the kids when their sick, be home in time to pick the kids up from school, and have kids which means paid maternity leave, and the list goes on, thereby lessening the hours she can work and making her less competitive. That also answers the hours question.",1,0
"Seems that one study which was omitted is (should be obvious) that one which cites the fact that the greatest single explanation for the ""gap"" is the fact that women give birth to children, and are more involved in raising them. If fact when this 'factor"" is factored out the wage gap favors women. It is much easier for women to exit, and reenter the labor force than men. Women have a much greater number of occupations which are easier for them to exit, and re-enter than men. Women, simply have many more employment options generally, than men. The wage ""gap"" is mostly a function of the fact that most men are employed continuously whereas that is less likely for most women..",1,0
"韓国でfeministの弁護士がテレビに出て賃金格差について熱弁して女性たちが被害者と主張しました。 ところが、彼女が所有するローファームの大半は男性で構成されています。 これこそ「私がすればローマンス、他人がすれば不倫」だ。 In South Korea, a feminist lawyer appeared on TV to talk about wage gaps and claimed victims by women. However, most of her low farm consists of men. This is ""Loman if I do it, adultery if others do it.""",1,0
Maybe i am a feminist Bc I knew women have it way more harder than men I simply scared of childbirth And pain of period We have to deal it every month. And to see men are free from that burden im just jealous.. Like women are more prone to sexual harassment abuse bc women are 'weaker' Im sad bc everywhere i only see that women are viewed as sex object. When it comes to logical and analytical skills Men tends to be more good I sometimes jealous of the boys Bc they can understand math and science more quickly than me or sometimes the girls Maybe im way too objectify to the genders But idk Im just sad why we get all the hard things. This is just my thoughts Peace (i really really want to be a boy lol),1,0
Finally someone who uses there brain.,1,0
It's totally misleading to not take into consideration the impact of motherhood on women career. Jobs with long hours + no flexibility are not compatible once you have a kid and you are responsible for it. Super biased,1,0
Only commercial I didn't skip,1,0
"These arguments are just strawmen, they don't reflect the deeper societal sexisms that exist in society which are immeasurable.",1,0
Love this! Amazing work!,1,0
"Christina Hoff Sommers, once again with the knowledge bombs!",1,0
"I like some of Prager U's videos, but the hypocrisy in this one really bothered me. To me, it clearly demarcates the TRUE bias that our short-sighted society has against women and true femininity....and it's not the kind of bias that feminists propound. We still live in a ""man's world,"" (remember that song?) where women's skills and interests, which tend to be verbal and nurturing rather than the STEM fields, and women's call to be homemakers and to care for children and family members just aren't valued economically. It really IS unfair. Many women (and yes, many men, too) spend countless hours giving UNPAID care to children, the handicapped, sick, and elderly. Our society EXPECTS this- more and more doctors are releasing patients who need 24/7 nursing- and can even prosecute someone who does not care for a family member. But then we hypocritically turn around and blame women's ""choices"" because they're not as single-minded about a career as men? Do you realize how much our society depends on unpaid people (many of them women) to check on the elderly in nursing homes, to take care of sick people, to call insurance companies and wrangle with doctor's offices, to care for autistic kids and small children? Our society could not afford to PAY people to do what lots of moms do every day. But this work has to be done, and you can't trust that a hireling will always really give your loved one individualized care (which is critically important for babies and young children.) What this video also shows it that in order to make a ""man's"" wages, a woman has to somehow truly transgender herself. She has to somehow be able to change her brain (which is different from a man's) and be able to think and act like a man, and have the single-minded career-drive of a man OR be penalized economically. This really puts women in an emotionally painful position. (and when I was a manager I saw women crying about this): either ABANDON their children in daycare all the time OR simply not have children at all. Then where would our society be in 20 or 50 years? I realize that part of the problem is due to the work of extreme ""feminism."" Our society no longer supports the traditional view of the family with husband (who has the masculine drive and time to specialize in a career) as prime provider with a ""family wage."" The change in our economy so that women are now almost forced to work in order for a family to be middle-class is probably the worst thing to ever happen to women, honestly, although I certainly think that women should have the right and option to choose a career. (I myself have a master's degree.) I'm an extreme conservative, and I understand economics. One of the areas in which I disagree with conservatism, however, is when conservatives hide behind the glib statement that people always have a ""choice."" Yes, we all DO have certain choices. But we do NOT have a choice as to our sex (as well as our race, our intelligence level, our physical handicaps) and how we are programmed biologically. Oftentimes the dogma of ""choice"" is just used by the intelligent, the wealthy, the lucky, the healthy, and the otherwise successful to justify why they should be rewarded more ($$$) in our society than others who perhaps work just as hard, but in jobs or unpaid positions that our society considers to be menial or unworthy of remuneration.",1,0
"Ok, ladies, start start choosing better jobs.",1,0
"This video brought a tear of happiness to my eyes, finally someone stating the truth! And calling out those who don't, and providing evidence so nobody can debunk it, Prager, you just become my favorite company. Ever. Cheers to you lads, keep on doing what you do, godspeed.",1,0
Hi I am a kid middle school and my teacher said that Trump is a womenizer and that women get payed less,1,0
"There is gender wage gap, just not in the US...",1,0
This is an amazing video thank you so much,1,0
"The question is, why do they make the choices?",1,0
So many based females referenced. Props.,1,0
"lool at 4:36 she just made a gender comparison and stated that it wasn't sexism. ""Just common sense"" Common sense is probably why more women chose. Unfortunately I don't think individuals really have a choice in social environments they are in.",1,0
Based mom strikes again.,1,0
"Talking about the gender wage gap is besides the point, because even the concept ""Equal pay for equal work"", built into law, violates legal rights that are owed to a person and constitutes a due process violation. Namely, if I, due to my personal preferences, want to give more of my own money to a man than to a woman, that is my personal choice. It's my money and I have the right to do what I want with it. If I prefer working with men more then with women, and thus, pay a man more than a woman for equal work, no one has the right to intervene and tell me how to manage my own money. It is MY money. But the government does. It forces me to pay them equally. It forces me to give my own money to someone although I entered no legally-binding relationship with that person, but is all based on the ideological concept of 'equality'. Given the fact that lawmaker's ideological concept, be it equality or whatever, cannot trump legal rights that are owed to a person, basing the laws on the concept ""Equal pay for equal work"" is a due process violation.",3,0
A little late for this video dude.,1,0
What influences those choices made? Why do women not choose to go into those top 5 earning professions? If you say it's because they aren't capable... That makes you sexist. If you say it's because women are reinforced that they are less capable than men from as young as 2 years old which means they grow up to make those choices... Then you agree with science.,1,0
"I get what you're saying but I think the wage gap argument is meant to be broader than what you are talking about in the video. The gap is not 77 cents big but there is still a gap. I am not saying women and men have to do every occupation 50%/50% but the choices women make in terms of going to lower paying jobs is partly due to some sexism in the workplace and society at large. A women might want to go into Aerospace Engineering for example but if she is geared from a young age to play with dolls and take care of things, she will slowly go into that career path. Also, the idea of going into a field with mostly men will be daunting because their definitley still is sexism in the workplace. Guys can easily become friends with one another and move up while a girl in an office full of boys will probably have a hard time playing her chess moves and moving up. It is all these little things the wage gap conversation is about. Its not only about the 77 cents argument because that is not correct but more so about the extra hurdles women face in the workplace. Combined this with that fact women have the abilty to get pregnant and deal wiht childcaring makes matters more complex and will affect thier pay.",1,0
"Yes, that's right - the choice is the difference. A woman is expected to take care of children and run the household. Of course she is not willing to work on call. Of course she is less willing to move - a man expects from his wife to follow him wherever he find a better job, but a woman can't expect her husband to follow her where she finds better job. As for the dangerous jobs, the reasoning is the same - the woman thinks that she has a duty toward the children and this duty precedes any high salary. Soooo... if and when a man begins take same responsibility toward children and household, the gap will disappear, but for now...",1,0
"This video is what we needed, it proves that there is no gap in salary for men and women working for the same time. We may not have attained equality in all aspects of life and society, but it dosen't mean that we don't need to pick our fights. I think that is part of the reason modern feminists are seen as radical and such. However, I don't know about the situation outside of the States and Canada so I cannot be sure about it.",1,0
An NRA TV ad on this video ..... yeah YouTube get your shit together,1,0
thank you for this video!!!!!!!!!!!!,1,0
I work for myself so I don't care. Be an entrepreneur and none of this matters.,1,0
Part of being an educational venue is presenting the facts and allowing the audience to draw the most reasonable conclusion. Prager University sets a mandate on what you're allowed to think right at the title.,1,0
The so called wage gap is just Femanist lies! 3rd wave femanism isn't about equality it's about female dominance and getting special privileges! Femanism is cancer!,5,1
"PragerU: Once you factor in choice, the wage gap shrinks to 6.6 cents! Me: ok PragerU: The 6.6 cents only exists because of different choices! Me:🤨",1,0
"How much of the gap is explained by the lack of standardized paid maternal leave in the US? That's one of the main things I was hoping to find out. I'm not angling for a certain number or anything, if it's negligible that's fine. But I was hoping it would get mentioned, if only briefly.",1,0
I'm a tree,1,0
I always understood these real factors.,1,0
so SJW is waging war on...choice? hahaha :D,1,0
Google did a study in thier own business and found out they were paying women more 😂,1,0
It's not a women putting me down for being a white male yay 😂,1,0
"Starting from today, it's illegal in Iceland for there to be a gender wage gap...",1,0
"... great. So, it's not that women are victims of sexist paying, it's that they're just victims of sexist hiring and educational procedures! Just wonderful. Clearly, this completely debunks sexism in our society.",1,0
In some cases women make more.,1,0
"BUT MY PROFESSER SAID YOURE WRONG, REEEEEEEE",1,0
“Individual career choices that men or women make” or is it that people are mike likely to increase the position and salaries of men than women ?,1,0
"Either way, everyone loves their mother and no amount of money can pay for that!",1,0
this lady just sold her soul to do a propaganda video for the far right. if up to them women could not vote but should be happy. how sad. women deserve better even this lady .,3,0
"There is no wage gap, but I wish to god there was... If so, I could just hire women exclusively, take out a huge salary while paying them less than I would a man doing the same job, and be surrounded by women all day every day, Charlie's Angels style.",2,0
This channel is what I was searching for for YEARS,1,0
"Interesting explanation, but the false wage gap at 1:18 should be 23 cents instead of 77, if I'm not mistaken.",1,0
"There are 3 types of conservatives/right-winger in the world. The wealthy ones, the clever ones and the gullible ones and it's the wealthy ones who pay the clever ones to convince the gullible ones that it's all the fault of immigrants, the poor and the big bad government. Guess which ones paid for this to be made? Guess who made it? Now guess who's gullible enough to believe it. This entire page is a right-wing propaganda page.",2,0
i can't believe people actually buy into this shit.,2,0
"You know... I do recall wanting to take more Psych classes because that was the major where the girls were at. However, i was the fly on the wall of a few conversations where male hiring managers did discuss how between two candidates, they female would be cheaper, but you could depend on the male. The decision was to hire the male because they valued dependability (as mentioned in this video) over saving the company a few hundred dollars (a decision they felt would cost them more in the long run)... It was only one instance. But I know it couldn't be the only instant in the world were that discussion was held behind closed doors. And I know somewhere down the line the choice of cost would be valued more than dependability. A non profit I worked for valued the latter. But the boss terrorized the employees by threatening the boot if they weren't dependable at every corner. A male worker there was discovered to be making more than his female replacement... who was wonderful and very dependable, but sadly underpaid for her service. These videos have great facts, but miss that there is an element, a bias human element, that does come into play when it comes to wages. My wife also suffered this while working retail where a male counter part at her same level, did less work, but was paid higher. And my wife was very dependable. Shit. So dependable that we barely saw each other due to the demand of the job.",1,0
If only the facts mentioned in this video applied for my country -_-,1,0
I used to work for the City of Sunnyvale. I was hired at the same time as a man of the same age for a lateral position. I had a four year degree in the field of my job. He had a two year degree. He was awarded a salary $10K higher than me. When I asked why I was told it was because he had a child. He also had a big brother with tenure who also worked for the municipality. Women ARE discriminated against. There IS sexism.,1,0
I showed this video to a feminist at my school. She's no longer a feminist. *lowers glasses.* YYYEEEEEEEEEEEEEEAAH!!!,2,0
"I don't buy this. There is a lot of unsaid information regarding ""Choice""--and the unconscious bias that exists in the world. It is perpetuated in the media, in the schools, at home. Girls are good at X and not at Y. So saying a girl has a ""choice"" to enter a STEM related field blatently ignors the fact that girls are not encouraged like boys are encouraged to enter these higher paying fields.",1,0
"Perhaps we should ask why the overwhelming female-filled fields get paid so little in the first place? For instance, why does our society place so little economic value on education, a female dominated field? If one studies the history of waged labor, the genesis of capitalism, and women's roles within that system, we see that all of the work that has ever been ""women's work"" gets paid less because we think it is worth less (sometimes not even paid for at all as is in the case of domestic house work). I am calling upon Michel Foucault's analysis of 1500s Europe and the rise of capitalism and waged labor as is talked about in The History of Sexuality, Volume 1. Silvia Federici also talks about this in chapter 2 of Caliban and the Witch. Women were subjugated into the economic machine as unpaid domestic labor while the work of men was waged. This gave men the power to feed and house themselves and their wives while the women had no power of independence from their husbands because they couldn't make money. That legacy continues on today in a world where we still feel on some level that women's work should be free. PragerU's analysis also doesn't mention how women can't just move to other cities because they are tied down by dependent children and other social roles within families that men are not as often entangled in. This is another arena of unpaid women's work that is brushed aside and made invisible within the realm of the ""private sphere"" as opposed to the waged ""public sphere"" within which men more often work. And of course there is the well known fact that STEM areas are not always welcoming spaces to women and in fact can be quite hostile (do we all remember the Google employee who argued that women are biologically less capable of STEM work than men, a video that PragerU itself also produced and distributed? The hypocrisy!). And can we not recognize the role of generalized misogyny in all of this as well? Being a woman entails being in a world where you are constantly sexualized from the time you hit puberty, perhaps even earlier. Most women recount the first time that they were sexually hit upon by a man at about the age of 12. In an executive world dominated by men we have seen that women are often objectified and sexualized rather than treated as human subjects, peers, and creators of worth. This is a fact that has been increasingly uncovered within the #metoo movement. Perhaps we should talk about the psychological impact of having a boss or professor that sexualizes you and how that impacts your academic and career choices? And there lies the key word, CHOICES. The idea of pure choice is an illusion often harked upon by the right wing and the neoliberal minded, the idea that you can pull yourself up by the bootstraps (something that literally defies the natural laws of physics) and that the psychological reality of living within a patriarchical world as a woman is inconsequential and effortlessly surmountable. As much as you glorify the individual who can defy the odds, the sociological fact is that you end up with this 77 cents on the dollar statistic across the board. Again, perhaps it's not that women choose low paying jobs, but perhaps that a) the material reality of patriarchy does in fact push women towards certain career choices and b) the more woman that enter a field, the less those jobs pay! In the end of the day there needs to be a better reconciliation between the feminist academia and right wing think tanks like PragerU. These ideas DO need to spar head on because without direct contradiction it seems like either side can pick and choose statistics and theories to prove whatever point they want to make (case and point being this video). I think the arguments I made here validly complicate the above video and in fact nullify most of its arguments that women earning less is ""because they choose to"".",1,0
"I have noticed that the media outlet websites like the BBC for example that are so keen on drumming the 'gender wage gap' story over & over again; have disabled/removed the comments section on their so-called News articles. Why? To stop people from being able to rebuff their lies. A simple post with a link to this youtube video could educate so many people.... But oh no, you can't do that, you can't tell the truth or even just present the facts, the science, the logic anymore.... that is not allowed these days. Great video",1,0
HOLY SHIT SOMEONE OTHER THAN A MAN MADE A VIDEO ON THIS,1,0
Try explaining this to a Feminist & your likely to get Pepper Sprayed...,2,0
she has really large and shiny eyes. but it suits her face structure,1,0
"its kinda sad that it took a whole video for someone to understand. im 16 and ive understood this concept i mean its ILLEGAL to pay someone less based on the sex,gender,or age but half brained feminazis (idk if i spelled that right) want to go and say ""oh i heard someone on tv say this so.... CUT EVERY MANS DICK OFF"" btw i liked the video this isnt a negative comment lol",1,0
There is a wage gap if we TELL you there is a wage gap. Sincerely; The Progressive Liberal Commie Democrats,1,0
2k dislikes by brainwashed women,3,0
"Not only does a wage gap exist, but it is engrained in our culture. Explaining them away as individual choices ignores cultural pressures and child development. One study I performed using multivariable calculations showed that the gender gap amongst college professors was non existant. However, simpler mathematics showed that higher paying universities hired more men than women and the higher paying colleges amongst those universities employed more men than women. Also, the states that payed higher wages to college professors tended to hire more men than women. This study took into account tenure, education, title, publications, age, etc... It was a small study, but it did show a significant wage gap according to gender.",1,0
I try not to be one sided but girls in my class still bully me.,1,0
Thank you. Christina Hoff Summer. You are my hero,1,0
3:02 anyone else notice the Marvel movie reference?,1,0
PragerU is part of the misogynist patriarchy,3,0
very logical information that will make them shut up.,1,0
1:24 so she's saying that the fact that there is a six cent bias of sexism is fine? I can't believe a woman would say that! wtf,1,0
Thank you. Thank you. Thank you!,1,0
You ma'am are a godsend,1,0
Christina is awesome.,1,0
"Let's be honest. Modern/Third Wave, “Feminist.” aren't feminist but simply sexist.. Feminist fought and advocate woman's rights, but this new third wave era fight and advocate SUPERIORITY.",3,0
