comment,label,label_class
congrats on your transition from female to female,2,NOT
you are gorgeous and hilarious im subscribing i love this ,1,NOT
when did people start taking what trisha says as truth yall know shes been trolling since the beginning of youtube right,3,NOT
literally sounds like she is nonbinary with a gay man fetish but didnt do any research into her own sexuality and decided she was tans and called it a day,2,NOT
anyone whos seriously hurt from this truly needs some thicker skin lets talk about the bigger issue here why are we giving so much power to one persons thoughts,2,NOT
i feel like she is overthinking everything and is going through some sort of crisis she might just need some help o dont mean to be rude but i think she might just be struggling with mental health issues,3,NOT
im a lesbian transgender male to female who doesnt do surgery or dress up or anything because a thousand percent i like my body hey ladies d,3,NOT
i love this video but why did you give money to chik fil a,1,NOT
the girl who cried transgender,3,NOT
i think people should read about carl jung femininity and masculinity are balanced in your mind and fluctuates with your personality and accepting the opposite side of yourself is apparently very healthy for you,1,NOT
blaire can you set up a patreon i want to support a sis,1,NOT
shes got bpd and most likely going through an identity crisis ,3,NOT
oh and btw you are a nasty piece of work mocking someones suicide attempt how do you sleep at night being such a raging sick cunt  did you think that since you cant get a vagina you can make up for it become a nonliteral proverbial cunt ,7,ABU
trisha is always on a different drug for each video,5,ABU
if this is not trolling i am truly fucking confused love you blair,2,NOT
trisha im trans me im done,2,NOT
she transitioned from female to idiotoh no wait she was born that way my bad,5,ABU
me normally am i trans yes  me around my extended family do i identify with my natural born gender ,2,NOT
blaire you look so damn cute in black,1,NOT
im not trans but i had an actual diagnosis of gender identity disorder from a psychiatrist  years ago theres a distinction here i think of myself as a very masculine woman but not trans trans requires that you actually make effort to look like the gender you believe you are i cant bring myself to transition because i know it isnt a cureall to do so i dont even think i could handle the mental changes that come with transitioning having a diagnosis of what is now called gender dysphoria doesnt make me trans,1,NOT
she seems addicted to attention,3,NOT
fuck off you beautiful human youre intelligent and your soul shines through i love the way you speak about people and issues you feel honest and genuine never stop being you,2,NOT
i think she is trans a trans psychotic woman,5,ABU
i think the allure of gay men because gay men doesnt salivaterate the hotness of a girl instantly lol  i understand the fetish for gay men sorry to say i am like that especially if they are in the closet because of their emotional longing feels beautifulthats just me thoughi dont know about other girlsthis fetish is bad because other than its very rude gay guys could manipulate those girls to get stuff lol ive seen it before also about being trans ive been told i was a tomboy for so long by people around me because im very nerdy and was hyper so there was a time i thought i was trans although when i rethink it hey i did excitingly anticipated having boobs and menstruation when i was younger so really to know who we are we have to really evaluate all of our emotions carefully but it depends on our goal i think trisha just clickbaiting hahaha,2,NOT
that cute yip in the beginning ,1,NOT
the comments section of this video is a goldmine not this comment though,1,NOT
its literally a fad its literally just to get people talking about you yes exactly,3,NOT
i really think trust is falling falling hard shes starting to not be liked shes just trying to fit in and sis this aint it im not trans but i believe whole heartily that people who say their trans are most of the time but like you said everyone who isnt really trans is just trying to get that spot light its irks me to my core,2,NOT
whatever happened to the terms tomboy and tomgirl ,1,NOT
sorry but she is the reason why crack head siblings should not have kids,6,ABU
trisha is crack cocaine in human form,6,ABU
okay im officially subscribed ,1,NOT
my god will you pick that booger please,2,NOT
i appreciate trisha for doing this and applaud her for it why because the more big names like her and sam smith that do this for attention the faster the general public gets sick and tired of this trend it needs to die once and for all,3,NOT
lol how does her attraction to gay men her being a normal woman who doesnt always doll herself up and her use of an outdated psychology theory that has no scientific proof have to do with being trans she is def trying to get more views not fair for people who are actually trans im cis and barely dress up have definitely been attracted to gay men but respected their sexuality and envy mens power sometimes but like no i could never honestly say im trans it isnt like that trisha honey btw i love your pronouns genius woman,2,NOT
theres no way she doesnt have multiple personalities ,3,NOT
its nonsense like this that makes me think maybe bullies are a good thing then i remember that i never really got bullied during the  year of my life spent in socal and didnt turn out like trisha there so,3,NOT
whats wrong with this womans lips,3,NOT
lol the wind doesnt glisten blaire,2,NOT
only thing i have to say sam smith has really helped the nonbinary community and im really glad they are making theythem pronouns known to the masses,1,NOT
trisha is a professional troll lol you gotta just laugh at what she says and move on lol,3,NOT
finally someone spoke sense on this matter do you think youll be making more member videos in the future btw,1,NOT
dont go for trish this is her ,2,NOT
i agree with everything you said except for when you said that if you think someone isnt lgbtq you just shouldnt call them by their preferred pronouns and name or believe them when they say they like someone ive thought that people have faked it before and i was wrong so i always just try to be respectful if they arent hurting anyone i dont care who you like or what your pronouns are ive some out to people i thought were friends and they said i was faking and im not and people have said that im faking having anxiety for attention when i actually go to therapy and have real problems also the part when you said that celebrities just come out to get more famous one person i can think of that didnt do that is brendon urie from panic at the disco he came out as pan he donates to lgbtq charities and he had the highest hopes foundation he also sings girlsgirlsboys at all the shows not everyone just wants to come out to be interesting some people just want their fans to understand them more and feel not as alone sorry for my rant thanks for coming to my ted talk,2,NOT
who is this person why do they look like they had really bad plastic surgery done and why does this person have to have the same first name as me,3,NOT
i thought her video was incredibly disrespectful and one of the reasons why people are so turned off by our community,2,NOT
you and your cat the end ,1,NOT
all i can focus on is how scary her mouth is no offense t,3,NOT
its scary what is it send help,3,NOT
you guys she is a gay man trapped in a womans body so she makes the best of the body shes born in annnd lives as a drag queen because shes a gay man trapped in a girls body duuuuuh disclaimer this comment was intended at poking fun of trisha not gonna lie and not intended to promote hate on her or any other group of people who wish to identify as whatever they seem fit ,3,NOT
when trisha got rent due next week,2,NOT
shes just trolling,3,NOT
i hate wearing makeup and never really glam up my hair welp according to trisha im trans,3,NOT
the first  seconds of this video is fucking iconic,1,NOT
 is claiming social asylum by saying i dont need to transition to identify as trans the trans community is fiercely protective of one another because of the adversity they face every day she is using the plight of so many others for monetary gain nothing more trash,5,ABU
i absolutely love you but cant help notice that you are so much like jefree,2,NOT
yea i dont do my hair or make up almost ever either its called motherhood,2,NOT
i think this day in age a lot of people want to stand out or feel like they dont belong so they will claim lgbtq and its sad because of how many real people struggled for so long with gender dysphoria etc for me i thought liking girls would send me to hell i think its become cool to a lot of people who arent lgbtq and that makes me ,1,NOT
shes obviously very confused i know jason is thanking god he dodged a bullet,3,NOT
i cant believe trishas logic she thinks that shes trans and cis at the same time while thinking that shes black while shes pale as fuck,5,ABU
didnt trasha say that dogs dont have brains  but shes a bisexual trans cisgender gay man now so i believe them,5,ABU
trisha is the biggest mystery on youtube i swear but can we talk about how pretty you look in this video that black hoodie looks so cute on you love you,2,NOT
back in  when i was went to japan a girl that i traveled there with continually tried to convert and pick up this gay guy that we were working with she just wouldnt give up it was quite entertaining because obviously she got no where with him having said that why dont you and trish just be vegan,1,NOT
ugly faces cant believe you strait up lied to your audience like that,2,NOT
lol glistening in the sun not wind,1,NOT
she lowkey asked for this,2,NOT
according to trisha im trans,2,NOT
also trisha do dogs have brains,3,NOT
every time i see her her lips are bigger poor lil things,3,NOT
girl u didnt talk with your mouth full,2,NOT
lol this is one of the funniest,1,NOT
glistening in the wind  you mean the sun put that on a tshirt ,1,NOT
well said once again i wonder what your opinions are on indya moore from pose they identify as nonbinary but is incredibly feminine and always presents as female im just starting to become a bit more openminded about nonbinarygenderqueer but i still think its usually just kids trying to get attention and then claim oppression,3,NOT
why is she eating chick fil a ummm hello,2,NOT
she shouldve done a bit more research before making her video and told everyone from the start its not a troll video and shes  serious i do think she is genuinely super confused about her identity,2,NOT
 is the same as  lulz,2,NOT
so im a straight cis woman but im aware im pretty masculine i dont know why but i have a lot of mannerism that seem more manly but i dont let it bother me when people call me out for it which people have ive always been one of the guys but ive always loved that and im glad i can hang out with guys and they dont feel like they have to act a certain way around me because im a girl ive always been a major tomboy but have i ever thought i was trans hell nah im perfectly fine with being a girl and on days when i feel like it i love to get dolled up and look my best in makeup and dresses have i ever had feelings for gay guys oh yeah my ex was even a closeted gay and i had to end that relationship because he cheated on me with my best friends boyfriend but just because im masculine and i liked those guys before doesnt mean i wanted to be a trans guy just to be with them,2,NOT
oh lord that is a hog when you remove the pounds of makeup,5,ABU
trisha is a troll,3,NOT
i dont think trisha knows what being trans means,2,NOT
i think trisha makes these videos not trolling to later use that term when she fucks up or thinks people wont like her because of her content,3,NOT
i fucking love u,1,NOT
i was waiting for this,1,NOT
do a tshirt whit that   like i would say what the fuck ,1,NOT
i was born a woman and am a straight female and i have alwayyyys unknowingly hit on and have dated men who are gay and or not yet open about their sexuality but that doesnt make me gay transgender etc on another note blair  im completely obsessed with watching you now you are so level headed and just so completely real and honest youre a breath of fresh air,2,NOT
im a tomboy who works in a maledominated industry and i identify as a female theres no way that overstuffed pink powder puff identifies as a male in anyway and i challenged it to come and do my job for a week,5,ABU
i thought its possible to be trans and accept the body youre born with,1,NOT
trish just likes to troll lol,3,NOT
i think thatits the heroine,5,ABU
im need to lay down now,2,NOT
honestly as a transman i laughed at her video i was offended at first but now i just laugh at it because its so ridiculous,3,NOT
ill believe trisha is trans when she makes an effort to transition which will probably be never,3,NOT
shes attracted to gay dudes most girls are gay dudes dont wanna fuck them and creep on them also im pretty sure the guy from queer eye is just gay when queer eye was popular the word queer was just a insulting slur for gay people,2,NOT
my first halloween in la was in weho i saw the most incredibly gorgeous men like absolutely beautiful i thought i was in heaven it took me a while to realize what was going on there was gay people in my small town but i wasnt really around the community growing up so when i found the community i fell in love high school musical looking muscular emotional in touch men it was confusing as fuck to me that they were with other men i was confused about myself i was so tall and had a large build and felt masculine sometimes especially next to some of these extremely feminine gay men i thought i was a lesbian for the longest time i thought feeling masculine equates to me liking woman i was attracted to woman but i was not a lesbian i fell for my gay male best friends it was hard not to they understood me i thought maybe i was male inside sometimes but chose to present female years later ive dated mostly men ive had sexual relations with both but none of thatin the end really has anything to do with feeling masculine im biologically female who has some masculine emotions traits and physical attributes at times i am female and so is trisha,3,NOT
ok i swear this isnt meant to be mean but has she had a stroke wtf is going on with her mouth situation,3,NOT
i dont think she is trolling i think she is just really sad and confused and has identity issues,3,NOT
am i an autobot  yes am i a decepticon  yes,3,NOT
bruh let her be who she wants to be shes trans she wants to be that let her yall stupid youtubers only bring up drama and shit you couldve texted her telling her ur own self the shit u wanna say but instead u do it on a vid just for clout im about done with life bye,3,NOT
trisha cant blame the lot of us that dont believe her for her troll videos like you said ill believe i when i see it ,3,NOT
she back to making her old troll content,3,NOT
i honestly feel kinda bad for her she is getting all this shame and i think she may just be confused no i dont mean the offensive confused that us bisexuals get labelled with all the time i genuinely think she is unfamiliar with the genderspectrum i may be completely wrong she could be in the beginning of her journey and for all i know she planned this for clout noone knows and noone will know so we are all basically torturing ourselves with unneccessary drama like when are we going to start ignoring coming out videos we all want it to be where people shouldnt have to come out or be labeled so why are we still acknowledging the flaws in others view about themself instead of moving ahead,2,NOT
i didnt realize sam smith was nonbinary i know nonbinary seems like a new thing to a lot of people but i assure you the only thing new about it is having a term for it my entire life ive been a nongendered person personally i feel like there are a lot of people coming out because its trendy but imo if even  of those people are legitimately trans and more comfortable coming out about it now im okay with it so long as its not young people who can take things too far and permanently change their bodies in ways they cant change back if they change their mind i think medical intervention should only be for adults i have mixed feelings about hormone blockers for trans kids and i dont know enough about it to have a solid opinion,2,NOT
muscles glistening in the wind floored me,1,NOT
shes just on the same thought process that leads sjws to invent another sexuality to describe themselves and of course not understanding that gender and sexuality are two different things seriously its like none of them get that is part of that process so since shes attracted to gay guys i guess she could call herself a homosexual also i want to be identified as king of all reality does that mean sjws have to pay me tribute while were at it im also native american and black so gimme some of that casino and reparations money if you dont youre a disgusting racist,5,ABU
i kind of understand trisha i always was interested in guys that are femine i was also attracted to this one girl who was really masculine basically i am attracted to people that are between genders although i like masculine guys also when i was younger i always was gay guy in my erotic dreams still to this day i sometimes have a dick in my dreams however i dont think about changing my gender im comfortable enough in my skin to say that since guys usually prefer women i wanna stay female additionally if i cant be a handsome guy i rather not be a guy at all if she have similar issues to me then i think she is overreacting maybe trying to get the attention she succeeded edit i written it while still watching i am now sure she is there only for the attention,3,NOT
the intro had me deceasedsd,2,NOT
what the hell is with her finger nails how u wipe ur buttt aaarrrgggg,3,NOT
this gave me a heart attack ,2,NOT
theres a lot of girls that dont do they girly girl look all the time i only wear a full face of makeup for special occasions i have a boyish hair cut and wear more guy clothes than girl clothes bc they for my body better does that mean im trans nope not at all im pretty sure she just made me stupider,3,NOT
dose of reality,2,NOT
george michael in faith when i was young and beautiful i genuinely thought that he would love mebahahaha  rip george michael ,1,NOT
trisha needs serious help its not even trolling anymore its clinical delusion and she needs mental help shes a mess,5,ABU
hey ive been watching your videos for a month and i love your content youre the first trans who have earned my respect seriously these days everyone around takes this gender thing like a subjective social matter and they just ignore inherent facts fron related sciences like biology and psychology now im a straight man who have had discussions about this with male and female friends im wondering what do you think about straight men who discard you for being trans id love to know your honest opinion on this matter hope yo see more of your videos i love you and your content d,3,NOT
the fact trisha was being dead serious is even more funny  disturbing,3,NOT
yall really dont realize that shes a troll,3,NOT
i love how trisha didnt make a video responding to you even though she did immediately to hh trisha is scared ,2,NOT
youre awesome i never comb my hair on weekends i almost never wear makeup i love girly stuff but sometimes feel tomboyish but this does not make me trans right ,2,NOT
you should see the hh podcast with her,2,NOT
trisha just hurt to the point she in rihannas if i were a boy phase ,2,NOT
ok im going to get hate for this but here we go i dont think theres anything wrong with trans men doing drag i personally use a form of drag i guess to make fun of the things about myself that make me uncomfortable i also hate trenders and all of that shit god i hate uwu soft boys,2,NOT
transgender female to man gay drag queen fucking genius,3,NOT
wtf is up with her lips,3,NOT
i a d o r e trisha but hunny wtf,2,NOT
lets say it straight  she has issues  not knowing where she belongs  as she desperately needs to belong  has issues with relationships not because she is transgender she has issues with her all relationships friends included because she is not mentally stable im not taking piss or making fun  she seriously needs help as she has delusional view on whats going on around her and with her  ,5,ABU
omg my daughter and i love you so much love you youtube channel,1,NOT
i dont believe a single thing trisha says anymore ,3,NOT
trish is a troll however in the past years been through shit if shes having a mental breakdown i wish her the best,3,NOT
shes transgendered black a chicken nugget a lesbian etc wow what a life,3,NOT
i wish i could subscribe twice i love you and youre videos,1,NOT
i love you so much blaire ,1,NOT
why do youtubers always film sitting on the floor,1,NOT
oh honey how are you trans if u idntify with ur birth gender aaaahhhhhhhhhhhhh,2,NOT
im sorry but trishs fuckin lips bother me,3,NOT
this is jumping on the bandwagon for real what an idiot all for attention and heybehold her success,5,ABU
im not looking at your chest blair i know that your eyes are there and im looking you in the eyes honest,2,NOT
im a straight woman that only wears makeup and glams up on special occasions but this doesnt make me trans it does make me a normal female wtf is wrong with this woman is there a trans community making phone calls to crazy bitches,5,ABU
isnt only fans a porn site,2,NOT
wow this surpasses the my life is hard tall girl ,2,NOT
she is not trans i am a trans man on t for almost  months and her video actually made me dysphoric i am bisexual but scared to act more effeminate but while i want to be comfortable also liking men i am afraid people will think less of me as a man if i act a little gay and she was saying the exact opposite that she wants to be a man so she can be gay that just is painfully stupid,5,ABU
you always post what i want to hear on point with this as always blaire xxx,1,NOT
in her newest apology video she claims shes had these feelings since   or  years old ,2,NOT
i just think about all my trans friends and what they have gone through physically and emotionally to be their most authentic self to see her do this nonsense im like girlstop trans women of color are literally being murdered daily for existing why she felt the need to do this for clout i will never understand,3,NOT
idk y but i think ur mikro wave is really pleasing in your background also great video ,1,NOT
 im gender fluid and im ok with my gender but sometimes im not and yes i have dysphoria so this kinda wrong,2,NOT
the kitchen floor the chick filla this video was just everything,1,NOT
i dont personally believe it but i really dont feel like its up for discussion people fail to realize not everything is black and white on the internet maybe shes telling the truth maybe she isnt maybe she doesnt understand what shes talking about sometimes i feel its better to sit on the fence for this one,1,NOT
is trisha doing hardcore drugs or something she looks terrible,5,ABU
lmfaooo just because you dont wear makeup doesnt mean youre trans many woman are tom boys that doesnt mean their trans i dont wear makeup and i look disgusting half the time that doesnt mean im trans shes clearly trolling,3,NOT
she is confused about everything thats all,2,NOT
can you do a response video to hugo from the channel formerly known as the bible reloaded channel next,1,NOT
i admire trisha for being such a troll lmao btw ive been watching you for  years and you got a lot prettier,2,NOT
i dont think shes trans but i dont think shes faking either this is a trama induced dissociation dissociative identity disorder the anxiety panic attacks crying into multiple meltdowns forgetting chunks of memory the low vibe moments switching to sporadically hyper i dont think shes faking and i dont think shes crazy this is some heavy trama she blacked out i think she needs to see a psychiatrist,3,NOT
this is vodka by the way  i love you blair,1,NOT
sometimes i wear wool socks and prefer a comb over a brush clearly im transgender,3,NOT
can we maybe say that she is gender fluid  and used the wrong terminology,2,NOT
the main points she used was because of gay too specific yeah me too men gay men does not make you trans the heck,2,NOT
adam and eve needs to stop sending trisha dildos shes gotten out of hand,3,NOT
your channel cures my depression,1,NOT
i identify as a transdog which means im a dog trapped in a humans body except i also like chocolate which makes me a transtransdoghumanhelicopter,3,NOT
me had a crush on a gay guy in middle school doesnt wear makeup despite zits and tries to appear confident and strong cause gotta have that big dck energy despite not having a dck also me well apparently im trans now my braincells screeching in the background trisha is a sucky troll not even a good one just an offensive one,3,NOT
you are so much fun to watch you have a new sub ,1,NOT
love the video blaire as always trish is such a troll but yes i do understand how some people would be offended by it im about to go debate my professor on why male privilege doesnt exist wish me luck lmao,3,NOT
aww your microwave is sooo cute,1,NOT
got an ad right before trisha said if shes trans even youtube was like nope youre not doing this we need a break,2,NOT
trisha is digging deeper holes for herself shes playing it off now as being genuinely hurt by the backlash shes receiving when i know for certain that she didnt expect to get it after posting shes playing the victim because she doesnt want to take responsibility for what she did wrong theres the tea she jst need to stop and admit that she did it for clout,3,NOT
this is vodka btw lmaaaaaoo,1,NOT
oh fuck i never wear makeup or do my hair ive definitely crushed on gay guys before i guess im trans call me steve,3,NOT
i love the drag culture and community they are glamorous beautiful artistic unique and very popular its easy to feel jealous of them and wish you could be a drag queenbut that doesnt make you transgender,2,NOT
lmao i cant with this chick shes such a joke typical trisha antics,3,NOT
shes probably just ugly,3,NOT
i need a hair up no makeup female merch love your content by the way,1,NOT
almost sure she thinks being gay and being a lesbian are different things ,2,NOT
trisa seems to have the same mentality i did in middle school when i was just leaning about this stuff and trying to figure myself out and my sister was trying to push me to be trans news flash im not,2,NOT
trisha is always a big troll and trolls with controversial topics this isnt new lol,3,NOT
someone asked me about this fucking train wreck yesterday when i was teaching a class on lgbt information and experiences i just laughed and said its click bait but they asked how this impacts our community i said its a shit storm that gives extremists ammo to come at us with,3,NOT
i think we all know trisha is mentally ill and if a therapist truly told her this they need to lose their license,5,ABU
the video ive been waiting for,1,NOT
this video absolutely amazing ,1,NOT
if trisha transistions you should go back to male lmfao jkjk we like female blaire,2,NOT
blair i dont think you could make an ugly face if you tried,5,ABU
watching that trolling train wreck i decided too head to the nearest chickfila and call it a day hooah,5,ABU
i was waiting for this,1,NOT
chick fil a,1,NOT
blair pretending her face could ever be ugly stfu lol,2,NOT
girl i know youre not putting your dollar into chik fil a they openly hate the lgbtq community we can do better,2,NOT
she needs a doctor to exam her dam head lol,5,ABU
so this is how she feels not biologically she a girl who was actually beautiful at one time was dissed by her ex because he ended up liking dicks too this made her crazy so much that she questions her own identity she now sees herself as a boy who likes dicks so is she gay no shes a biological girl that likes dicks no matter what she decides to wear,5,ABU
its bothering me how trishas face looks like its trying to melt off her face like just a deflated balloon,5,ABU
like by the way with what she said but what the hell is with her face  is she on crack ,5,ABU
if she was trans she wouldnt of gotten like  boob jobs i cant stand her lmao,3,NOT
oh come onsince when does youtube not notify us of new videos if we dont follow you on all the socials i dont follow you there because i dont use social media im a bad millenniallol yet i get notified every time  i know im not the only one im just a more extreme case which actually supports what im saying even more so that doesnt seem completely honest,2,NOT
a gay trans men is that not a straight woman,3,NOT
trisha paytas  jessica jonathan yaniv  ever,1,NOT
trisha paytas is out of her mind,5,ABU
its not sexism its a result of societal sexism that makes her hate her own gender,3,NOT
who is this trisha and whats wrong with her face especially her lips,3,NOT
i still have no idea why tp is watched by anyone i cant eye roll enough when i even hear her name let alone her speaking,3,NOT
bruh isnt this when she did  becoming shane dawson vid lmao,2,NOT
i cant with trisha anymore ,2,NOT
the logical conclusion of the wake movement everyone must identify as trans or be outed as transphobic,3,NOT
shes got one of those strange faces that kind oughta be attractive but also repulse you at the same time like the different parts of her face have come from attractive people but dont go together right maybe she looks in the mirror and cant come to terms with her appearance and its screwed with her mind or this is all just bullshit and she wants money and attention,5,ABU
this is definitely one of her many troll videos she just needed some adsense money as no one really cared about her moaning about david dobrik for  months,3,NOT
that video was a little different in my opinion i legit feel like trisha just wants so badly to belong somewhere thats shes just grabbing at straws now and not caring who she hurts on her way i dont think this is her trolling i think this is her desperately trying to inject herself somewhere anywhere she thinks she might be accepted,2,NOT
please do another video on her new videos about her being trans,2,NOT
she is literally the yes im no no im yes we no yes meme ,2,NOT
blair is honesty my favourite person on earth ,1,NOT
telling trisha that shes not transgender is no different than other people in the past being told they just have a mental illness that come out as transgender  anyone can be transgender just bc she doesnt qualify as trans to some doesnt mean she isnt love and acceptance should be towards everyone,2,NOT
at one point i thought i wanted to be trans but really i just wanted to be a boy cause id feel more powerful in a way im so glad i didnt do anything stupid like transitioning and instead worked to be a stronger woman when i began to embrace my more gothic side i really got that strong edge i was craving i finally feel more intimidating,2,NOT
if this is real  somebody really doesnt understand what being transgender is by the way non binary yeah not a thing you can be a masculine woman or a feminine man but you cant be neither male or female just saying ,5,ABU
i saw one person on an instagram post talking about meds and what they do to your head they said a lot of people they know that took meds were saying strange shit about their sexuality and changing it trisha definitely has metal health problems and is probably on meds i think she is dont quote me on that im not defending her but if this is cause by meds then i feel bad for her but i also wanna wait and see if shane literally trishas best friend will say anything about this,3,NOT
im so glad you did this video,1,NOT
i am sorry you have mutilated yourself and lost your mind,6,ABU
trisha ive always been attracted to gay guys  james charles has left the chat,2,NOT
lmfaoooooo i love the chick fil a,1,NOT
honestly im so worn out from all her emotional outbursts and fluctuations that im just like  oh okay were doing this now i mean i genuinely feel that trisha needs to seek professional help for her alleged bpd because it just keeps getting more and more outlandish this is just a lot for me because wow ya know,3,NOT
im not even going to try and understand her logic,3,NOT
you have very similiar voice which is very confusing,2,NOT
not wanting to get ready full glam everyday doesnt make you any less of a woman,2,NOT
i think what you said about sam smith is gross show some respect not everything is for clout,3,NOT
you are so beautiful hotties chick i ever seen ,1,NOT
that bimbo trisha questioned if dogs have a brain because they dont talk i think right there  case closed ,5,ABU
ugly faces bitch where,6,ABU
im girly but dont wear makeup most days but i think shes confused and has body issues,2,NOT
slay queen also the kitty is adorable,1,NOT
i watched trisha long before she had a partnership and was a huge youtube star she is completely odd years ago she said she was a lesbian despite dating males before that and considering herself straight i also find it hard for her to call herself transsexual because she always seemed comfortable identifying as a cis female in the past,3,NOT
ive never seen this trisha person before what is all over her face she looks like a homeless person homeless woman,5,ABU
seems like trish is jealous she cant join the lgbt community,3,NOT
is it just mean to think in my head that blair is also just as mental because heshe is transso im basically watching one dellusional person critiquecall out another dellusional person who is to say which one is more sane,6,ABU
how about you just be you that shit sounded so loud my gooood,2,NOT
i think shes a flamboyant gamine which means shes a female with a higher yang balance but some features of yin like tina turner audrey hepburn and lady gaga im a guy whose almost the oppisite in body typing im a theatrical romantic so im a guy who has a higher yin female energylines balance examples being prince johnny depp and sure sometimes i feel way more fem especially around other men but that doesnt mean im trans or nothing like that i cant believe she really said  ,2,NOT
you are stunning,1,NOT
me me me me me me,2,NOT
if shes trans then im a tank,3,NOT
her reasoning for being  trans is incredibly contradictory to the ftm community trans men who are attracted to men get attacked constantly for fetishizing gay men and people think that they were so obsessed that they had to transition and thats literally what trisha is saying and having short hair has absolutely nothing to do with being a man she can easily be empowered as a woman with short hair theres no use helping this dysfunctional hungover woman,5,ABU
react to her stupid did scandal she just manages to offend at least one community every damn year,3,NOT
this is why we need to get rid of sexism what trisha is saying is literally just sexism with all the gender identities these days people are getting confused,3,NOT
makeup doesnt make u any less or more of a woman,1,NOT
im attracted to gay men im feel masculine because im assertive shes literally just your garden variety western masculinized woman they all say these things ive heard these comments hundreds of times in real life meanwhile everything about her demeanor screams femininity shes literally just overthinking herself,2,NOT
just because your energy doesnt match your sex doesnt mean youre trans thank you as a feminine trans man that means a whole bunch,2,NOT
shes trolllingggg ohmygod,3,NOT
 gigi girl what are you doing that hat and scarf tho ,2,NOT
shes trolling for clicks,3,NOT
i cant imagine how trans people feel and i cant imagine how one notices that you are trans because i am not but i always liked football and the colour blue but i am not a boy,3,NOT
as a straight guy who has never pushed past his curious phasei cant stand all of these people jumping on the trending bandwagon all they are doing is setting all genuine people and movements back how can anyone be taken seriously when there are people like this and others who blindly support them be who you are because thats who you are not because its trending,3,NOT
okay i hate trisha shes basically rachel dolezal on crack who hung out too much off of western ave and south virgil after getting slapped by ms in gang bangs too much that needs to be dicked down by many men on pornhub thats all shes worth,7,ABU
why is eden deffending trishaa wthhh happened to heeeer,2,NOT
shes not trans and gigi does not pass hes a dude,5,ABU
gg you have to believe that person me actually i only have to accept facts not delusions,5,ABU
when i first saw this video it was kind of hilarious to me and now as a young  yr old it bothers me i new i was a trans man for about a year before this video was recommended to me but it hurts because shes kind of mocking and making fun of how i and other people feel she is making young children feel as if theyre not valid because of the idiocy in that video then she just goes about her channel as if she hadnt spread miss information about what transgender people feel yes she might be confused but putting it out on the internet is not the best thing to do,3,NOT
im new to your channel ive just subscribed damn youre beautiful much love from england,1,NOT
she looked like she was on drugs her whole video im honestly just done with her  shes too old to be so ignorant shes sooo harmful to the community period,5,ABU
subscribed our point of views are exactly the same this video needed to be made,1,NOT
i identify as a gay male who is only sexually attracted to females and if you question my logic you are literally hitler,5,ABU
im hooked on your intelligence personality and the rest never thought id be a fan of a transgyoure real so rare we love you god bless and keep you safe,2,NOT
trisha deserves zero respect from everyone and anyone,3,NOT
i think shes getting self presentation and gender identity mixed up as well as letting her sexuality confuse how she feels about her own gender theres also the big possibility shes conpletly trolling,2,NOT
trisha may be an attention whore but if she is trolling with all this and people take her seriously ill have to take my hat offlol,5,ABU
i mean i love the look of being a masc almost stereotypical lesbian sometimes because i feel good like that do i also like looking super feminine and pretty yes you can enjoy masculinity and femininity  but like what also she doesnt want theythemhehim pronouns so im perplexed,2,NOT
so im a girl who is attracted to gay guys even though things would never work out lol does that make me transhell no,3,NOT
i really really really think trisha is a bit smarter than we make her out to be she understands how to get clicks and traffic to her channel no such thing as bad publicity and i really think she is making fun of how crazy and trendy some people are with identities i see her video as a parody but she wont say that cause she already has bad backlash coming her way,2,NOT
you know i dont really like your channel that much but i agree that trisha is not transgender she needs help because shes sick in the head she is an attention seeker with multiple insecurities,5,ABU
im mourning the death of my last two brain cells omg you are a legend its  seconds in and im crying fromlaughing,1,NOT
omg that intro was super adorable lol ,1,NOT
your face is really cute holy fuck,1,NOT
there is so much i want to say but there simply arent words strong enough,2,NOT
if you are an entrepreneur dont hire women problems will be solved much sooner,5,ABU
this is not true this is propaganda this video and this channel are lies rightwing think tank lies,3,NOT
men have better paid jobs than women quick we have to put more women in better paid jobs for the sake of equality there are more men homeless than women quick we have to put more women in streets for the sake of equality,3,NOT
i challenge anyone to correctly tell me anything stated in this video that is not a cold hard fact,2,NOT
i saw a barista once she thought she was oppressed cause she earnt less than an electrical engineer,2,NOT
wage gap is real you people always conveniently leave out why things happen instead relying entirely on that things are happening,2,NOT
this is so true feminists need to get over themselves and get to work,3,NOT
so a  cents is acceptable  the problem with this video is that you dont look deep enough you explain the differences by choices of career carreer evolution and working hour this is where the sexist issues are when choosing an orientation women are told that petroleum ingeneering etc is for men and that early education nursing and such are for women as for evolution we see that with equal education a man will be more and faster promoted than a women a study gave the same curriculum to companies half with the name john half with the name jessica the companies were willing to pay john  a year more than jessica that is sexism in the enterprise finally women are working less hour because they are still the ones who have to take care of the children of the house etc so of course they cant stay as long in the office once all these problems have been addressed then we will see equality since you like maths you should know that according to the millions of people we are talking about the law of large numbers applies aif there was no inequality the pay difference should be infinitesimal thanks for reading until the end it shows open mindness,2,NOT
i hope that the female population and the media finally gets it what you earn depends on the choices you make not on your sex,2,NOT
just sent this video to a feminist i was blocked right away xd,3,NOT
thanks for this video i am at awe with the fact that i have met people who genuinely believe that the wage gap exists,3,NOT
 of statistical data is made up on the spot,1,NOT
