comment,label
you can thank marxism for this,NOT
as someone actually part of the lgbt community a gay man all i can say is shame this is not us we do not own this dont think that all of us are like this cuz thats not true at all shes just a tom boy and everyone knows it ,NOT
i love her ,NOT
what um  child anyways  so,NOT
im so happy for you just eat when youre hungry and stop when youre full substitutes for meat and dairy arent the best things for you but they definitely help with the transition two weeks may not give you a ton of results but it is a start anyway just try getting a lot of fruit and veggies and watch a few vegan youtubers for some recipes you can make just about anything vegan,NOT
of courseexplained by a feminist,NOT
cant stop rewatching this amazing film,NOT
but this is trash and very stupid insensitive and unfair why do females who turn to male not partake in male sport i guess we know the answer to that because they cant keep up the way our bodies are formed are very different and that wont change even if they refuse to acknowledge the body in which they were born into their own sport should be made they still retain their muscles and a whole lot of other stuffs that is the composition of a male body its a big disadvantage to people been born female ,NOT
yaaaasss go trish so happy youve decided to try the vegan lifestyle really hope it works out for you,NOT
good job trish,NOT
i like cake,NOT
you mean sex gap,NOT
the wage gap doesnt exist,NOT
thiss just hilarious,NOT
so basically women just dont have the mind set to work out of there house and their just lazy or to weak for more serious jobs that requires men,NOT
im glad and kinda surprised you didnt immediately jump to sexism as the primary explanation refreshing,NOT
yay trish holy shit yayaya,NOT
i dont think most people commenting here watched the video they seem to be upset even though they agree with what was said in the video,NOT
all of the people that scream if they say theyre trans believe them are the same people saying fuck you trish youre not trans in her comments lmao,NOT
me had a crush on a gay guy in middle school doesnt wear makeup despite zits and tries to appear confident and strong cause gotta have that big dck energy despite not having a dck also me well apparently im trans now my braincells screeching in the background trisha is a sucky troll not even a good one just an offensive one,NOT
i am sure she is particially right but i assume gender gap is due to sexism too lol she is probably chosen to deliver this message for sexist reasons,NOT
hey i enjoy your videos what is your sign,NOT
umm wtf did i just watch,NOT
all the ignorant transphobic people in the comments  tragic,NOT
whoever is animatingillustrating these videos is amazing,NOT
if i watch any more of that woman im going to shoot myself shes a trip,NOT
i have always had penis envy because i think my life would be easier if i had that part bless her heart,NOT
cant belive that jason hit that and kiss that,NOT
no mention of how the average number of hours worked by men and women each week are considerably different,NOT
whyd you upload this you filmed this weeks ago and your not a vegan anymore saw you eating pizza on your snapchat today,NOT
because the jobs mens do engineer doctors scientist,NOT
so what you are saying is that there is no wage gap and that women and men get payed equally for the same work,NOT
muslims hate this channel because it is judeocentric,ABU
thank you thank you thank you oh thank you god someone is telling the truth out loud at last,NOT
havent really watched the video but ill tell ya why youre going vegan lolcause you singed contract with freele and youtube thats why  with all the seriousness lay off the meat especially processed meat  even if u dont go  vegan limiting ur animal products intake will do you good ,NOT
so she likes metrosexual men ,NOT
form your own team and why doesnt the news share the views of the majority,NOT
bloody brilliant klaus  co thank you a billion thank yous for all you do to help us to grow a vegan world goveganearth,NOT
this is what americans waste their time and mind power on,NOT
funny how when chris jenner identified as a women everyone was all kissing his ass and made him women of the year but here you have two black men who identify as female and all the sudden its unfair lmao wonder if they were white they be getting praised,ABU
i believe people shouldnt be offended by trisha doing these things even though she has a big following and a priviledge of that power i highly believe trisha makes these videos as a therapy out loud thinking she just says what she feels and she doesnt know or care about the consequences because thats for later to face she loves the attention and doesnt know how to balance her issues,NOT
dudes cant play against girls and they are doing that,ABU
its really a dilemma i think its about making sure the two trans girls are included socially etc with other girls while doing their sport but its also about fair play my best suggestion of solving the dilemma is making an open female group in which cis girls and trans girls can participate  a group only for cis girls maybe they could compete together but when the results and medals are announced the girls would be separated in a result for the cis girls group plus another result for the open group,NOT
trisha you need to get dates,NOT
also larry and lennys vegan cookies are bomb im so proud of you trisha,NOT
lmao had a woman do it,NOT
im so excited to hear that your trying veganism hopfully u stay vegan more than  weeks love ya,NOT
thanks for sharing the knowledge,NOT
aaaawwhhh look how happy freelee looks awh veganism really changes lives and im so thankful for freelee,NOT
whats with those lips that woman person whatever is just a loon,ABU
yesss trisha im so happy,NOT
do i have a brain  am i trisha paytas ,NOT
finally someone said it,NOT
prostate vs no prostate not fair to biological females,ABU
xx  male xy  female end of discussion,NOT
woohoo so glad youve chosen to stop eating meat i hope it goes well for you make tofu burgers with pineapple its delicious,NOT
refer to ayurvedadummies,NOT
new vegan convert here oh my gosh the prep time just to make a good meal it was so much easier to cook meat and make the veggies to compliment having said that i wont be going back to meat anytime soon theres a beautiful clean feeling in my kitchen and that is the absence of blood from dead animals,NOT
the wage gape is a theory the feminazis use to confuse people but always ends up being debunked ,ABU
how can you make a video about the wage gap without mentioning the wage gap between black and white,NOT
and only when the boss is around they women do any work,NOT
damn yes trisha ,NOT
love that she views transmen as just freakish women ,ABU
thats amazing good luck,NOT
i kinda relate with this also i dont see anything wrong with this people just wanna take the piss out of trish coz she reacts,NOT
when there are indisputable facts already out there that the wage gap is very real ,NOT
vegan actually can eat anything theres anything vegan  so just go for the logo if you want milk or egg or even meat,NOT
black bean burgers are always great for the summer and got protein eat lots of leafy greens for iron make sure to take a b supplement if you go fully vegan because you woulf most likely need it animals are made to eat b it comes from the ground so when they are slaughtered its in the meat almond milk or soy milk are the best,NOT
thats the best video intro ever,NOT
thanks so much pbn for spreading the news veganism is a big change hopefully people would change and understand from watching the film,NOT
im exited for the video where she shows what to eat because i need it for me,NOT
hey trisha i support you and will be by your side people shouldnt get mad at you just because your confused i understand how it feels to be lost look i honestly feel like the only gay guy whos on your side what i realized about these gays that get offended they act like theyre going through way more just because they get offended easily well im sorry they cant understand you for you im sorry they make thousands of sexualitys just to make gay go viral sorry our world fucked you up in so many ways you cant even find yourself i know how that feels trisha im on your side and im gay so what are they gonna do about it ,NOT
the woman can have my full wage gap any day,NOT
what a boss holy sht,NOT
finally a video on the age gap which understands some economics its pretty freaking refreshing,NOT
we all support you and you should eat fruit vegetables rice beansand nuts those are the main five types of food vegans eat but there are more options,NOT
like before watching,NOT
so everything boils down to flexible schedules ok,NOT
well shes a guy so,ABU
this video is a big ol oof,NOT
why do you even care,NOT
literally the only person ive seen talking sense about this whole thing holy shit,NOT
i really thought she could change for the better but shes already eating meateven chicken again  shes still a pathetic liar,ABU
oh gosh im so happy to see this happening congrats trish so happy for this big step youre taking some tips to get you starteddont starve yourself eat until youre full no point in overeating you can always eat later when you get hungry again buy tons of potatoes rice pasta starches to keep you full fruit to give you energy basically thats it whenever you want something more consistent go for the starches if you want energy and a light belly go for the fruit but do never ever starve yourself also googling vegan recipes is a great way to see yummy stuff to eat check out vegan corner for easy amazing recipes aaand if you dont wanna cook im sure theres tons of vegan places there just ask them to not cook stuff with oil thats pretty much it hope it helps im so happy for you and proud good job girl you can always come to us vegans for advice well guide you through this journey and of course freelee as well d xx,NOT
women use much more sick leave then men,NOT
i really hope you get the proffessional help you so obviously need,ABU
love ya trish but im taking a break for a bit i pray you figure stuff out and god speed,NOT
love your merch  but do you some stuff for men too ,NOT
awsome love it  being vegan has changed my life i feel amazing  my baby is vegan my husband is slowly turning vegan and i can see a great change thank you what the health to the game changers for opening our eyes and showing us the truth  and a big thank you to plant based news for giving us vegan news all around the world on the daily you guys are amazing keep going change is near,NOT
scary part is female issues never get resolved until it starts affecting men i dont see how this will affect men so i picture it being a long time for these schools to get their st together i doubt they even care they prob like the recognition of having the fastest female runners nothing against trans but its obviously not fair,NOT
freelee youre great,NOT
thas the problem we accept this bs,ABU
how does this have  dislikes,NOT
i actually thought tricia was mtf trans when i first saw one of her vids im not gonna lie lol,NOT
we love u christina,NOT
i have no problem with vegan but a vegan sausage roll and vegan hot dogs thats all just more processed foods we eat meatless occasionally and its tacos with veggies and beans not processed junk that is chemically processed to be like meat they are feeding everybody fake processed meat that not healthy,NOT
how does gigi feel about trolling about this,NOT
i dont give a flyin steroid who you arethose are not girlsfuckin freakssociety needs to check into a mental institution,ABU
ik this might be a stretch but why do i feel like she always does extra or controversial things when shane starts a series or puts something out idk i feel like shes just the biggest troll ive never seen her as a genuine youtuber she literally reminds me of a white peaches,NOT
im glad you say things how they are without being worried to offend anyone in the pc world i mean she can say she is a carrot that doesnt mean its so and we are supposed to say its okay because she has a right to say it your the only one that isnt scared thank you ,NOT
wtf is this monster at the start  ,NOT
the video was prerecorded she was eating fried chicken on her snapchat a few days ago,NOT
maybe check out genderfluid,NOT
freelee is going to be ecstatic,NOT
what a man can do a former man can absolutely do better,NOT
there are older nb people that actually have dysphoria but besides that i agree ,NOT
i thought your salary except government depends on your negotiation skills,NOT
pls dont delete this this is an important issue,NOT
this video is hella problematic transphobic homophobic the whole shebang,NOT
her lips look like she got stung by a bee,NOT
maybe you take advantage of your gender choice just like your skin you are acting like its harder for you but the truth is you get nothing but special treatment earning nothing karma will catchup when you get aids tho dont worry,ABU
whose gonna tell her that not all straight guys are that masculine and admire women,NOT
there is no wage gap there is an earning gap because there are more women in lower paying jobs like nursing teaching etc because that is what more women choose to do,NOT
so the wage gap is true in certain cases but not to extent weve been told,NOT
when there is a blogilates add before freelees video,NOT
these guys are actually geniuses theyre taking advantage of the over openmindedness in this country,ABU
oh my i never thought id see the day i saw something sensible as a youtube ad the day has finally come to spread sense and reason to the masses rejoice for the time is finally upon us that facts may finally win the day,NOT
this is one of the best things that ever appeared in my recommend sub earned,NOT
to the guys saying career women shouldnt have a family or get pregnant if they want the same wage then you guys would be fine if all the women decided not to have your babies until they turned y old right or if they decided never to have sex until they wanted to have a child w you which meant youd have to be in a committed relationship cause it seems thats the only option women are being given,NOT
what wage gap there is none,NOT
and to top this video off in  the equal pay act occurred making it illegal to pay a gender less because of their gender but the left wing retards still choose to ignore this,NOT
guys this video is true to a point please watch the vlogbrothers they are more specific and are probably true just watch all the perspective,NOT
you ever gonna mention race,NOT
i love prageru,NOT
such a heart touching message,NOT
your first question in your video is easily answered you cant only higher  gender its discrimination,NOT
thank you freelee for your impact on the world ,NOT
be sure to eat lots of rice and potatoes will fill you up there are recipes all over the internet,NOT
romans   one person believes he may eat anything while the weak person eats only vegetables the bible is the way of truth on that we were given by god himself to eat meat and are allowed to eat meat so i will always eat meat with thanksgiving and no longer a vegan or vegetarian but a meat eater the difference is that i only purchase quality meat over quantity or overlyprocessed meat still on that journey genesis  original statement but god does allow eating of meat so please stop it with the vegan hate speeches that one man went a bit insane their killing this their doing this we like meat sue us,NOT
dude i dont like prager but this video kinda true doe,NOT
and they teach the pay gap myth in school and pretend its real,NOT
aint that some shit  youre still a dude shittt,ABU
thats a man with a dick,ABU
the gender pay gap is a myth no women will get paid less than a man if she does the excat same work and hours,NOT
can we see the face that created this beautiful video and channel  youre a big stepping stone in the revolution,NOT
but if i pretend there is a gender wage gap for same work done changes might be made that mean i get paid more or work may get easier so why not promote this debunked myth if its rejected i lose nothing but if its accepted theres a possibility of easier work andor greater reward im not being played on for my credulity im being smart by pulling a slot machine for free nothing to lose everything to gain,NOT
what youre describing doesnt really sound like transgender because you arent fully identifying with a certain gender sounds more like you are gender fluid or nonbinary transgender wouldnt be the correct term,NOT
ive been vegetarian for a year now and pretty soon im gonna start a vegan diet and freelee was a big part of my decision as well as kalel cullen and all of those videos make me absolutely sick and i hope pretty soon a lot more people hear the message that the vegan community is putting out,NOT
i feel bad for the real girls that spent their whole school career competing in female sports hoping to get a scholarship from all their hard work only to have it ripped away from them in their last year by someone that isnt a real girl beating them taking their st place finish away from them colleges look at numbers not circumstances all these new age transgenders want equality but dont seem to care about the equality their stealing from others in the process my guesseventually real females are just gonna give up and not compete at all whats the point in it when theres a  ringer in the midst,NOT
the people making the claim who are stupid they do not know the difference between wages and earnings there are very very few companies paying different wages the majority is min wage how much your earnings are depend on how much work you do in hrs at the wage you are on,NOT
what that feeling is called is wanting views money and controversy this so awful to people who are really deeply struggling with actually transitioning,NOT
take attention if almost of the people on the world decided to stop eating meat was a disaster for the nature because the natural animal leather was completly replace for sintetic leather made with petrleo qumical components please see on youtube how sintetic leather is produce  they want sell sintetic leather or vegans leather how is know on world market,NOT
you just take a woman who works a job and a male who works the same job same hours same number of days same number of raises and compare their pay,NOT
is it fair are you fin kidding well is it fair to all the real females,ABU
yesss girl get ready to glowww,NOT
femenists always wanna blame men for their failures,NOT
next week shell be on t,NOT
dont you know in vegetables there is an micro animal called water bear and yes its an animal so vegan isnt real thats a fact,NOT
notice how there are no biological females competing on male sports teams just because they identify as men,NOT
i love meat and i will always eat meat in the future,NOT
are we just going to say that women get paid less than men even though in  out of  of the wealthiest cities in america women make an average of  percent more than men this statistic kinda destroys the whole argument that there is sexism not to mention women on average work fewer hours additionally women are less frontal so in a job like a business they would probably not be very good at it for the reasons you said and others business would be a terrible job option for women and to say that is due to sexism is ridiculous because of a male babysitter makes horribly less money than a female one yet no one chalks that up to sexism men will do a worse job when it comes to caring for children just like how women will struggle in jobs that require force its all biological yes women can display force but biologically they arent forceful vox fortunatley took a factual approach to this and not just outright saying that sexism is the reason as i have seen people do in the past but saying that women jsut need to blanket get paid the same as men are stupid we need to look on a more individual level try to find a women who does the same exact hours as a man has the same experience has the same job and does literally everything the same as the man and she does the same level of quality as the man and i guantee you she will get paid the same amount unless you look at another statisctic which states that women are  less liekly to push for more money this is alos led to a gap not because of sexism but due to bioligical inscurities,ABU
trisha isnt going to transition her vagina makes her money on snapchat  shes dumb af,ABU
the population of the world is becoming more psychotic by day these two guys like to dress up and mimic mardi gras drag queens their speech is an act their mannerisms are an act their hormone replacement therapy is an externally introduced artificial enhancement the word transgender is a nonsense in regard to boys feeling they identify as being girls cate blanchett recently acted the part and identified herself as being bob dillon however at the end of the day when shes no longer acting shes still herself cate blanchett,ABU
the reason women start making more as they grow up is because they are growing up and spending more time at work,NOT
trisha just wants to be anything but herself even a chicken nugget ,ABU
thank you every year stronger and stronger united for the animals the planet and our health,NOT
will pewdiepie be on there about the subscribers gap,NOT
theyre being so fucking selfish its not even funny they have the bodies and all the advantages of being male even standing next to any of the girls you can see a very very clear difference to paraphrase they basically said if i were in there shes id be happy for me like i get you want to be supported but when dozens of girls have practiced their ass off to compete to have a pair of boys take first and second place thats bullshit pick up art or something thats not inherently easy for you dont fucking like these two at all,ABU
cough cough china,NOT
i might feel more sympathetic if they werent so smug they are basically smirking the entire interview because even they know it is bullshit,NOT
are you blaire open for recieving fanart and including it in merch,NOT
its kind of funny how people are entirely missing the point of this video men are not doing their fair share of unpaid labor child raising tasks and chores resulting in women being forced to take jobs that dont have strict schedules while encouraging women to go into higher paying fields that dont have strict schedules is a bandaid to a chunk if the gender gap ignoring sexual harassment in male dominated fields like tech but that is a whole different issue that still doesnt get arround the fact that women are doing more than their fair share of paid and unpaid labor so we need a cultural shift toward men who actually act like parents,NOT
i think youre looking for the term gender fluid ,NOT
i would love to do this as a business communications presentation in class but then my professor would hate me,NOT
i think her ex and his friends made her so ashamed of being a woman and made her so ashamed of who she is that she has become so confused about who she is without them i think she genuinely thinks shes in the right mentally but she is not getting good guidance and she needs therapy i dont think she knows you have to have dysphoria to be trans maybe shes gender fluid maybe shes just ashamed of who she is either way her friends really need to help her right now,NOT
whilst true dont blatantly read off a teleprompter makes it look bs,NOT
no wonder this video has almost  million views its true af,NOT
when you dont wear makeup and therefore you identify as a male,NOT
the kween has spoken hahahaha,NOT
yes go vegan ,NOT
lmaoo kalvin posts video about trish mewatched it ryan posts video about trish mealso watches it blair posts video about trish me omg all of my favorite trannys just watches it,NOT
and yesterdays vlog was trying korean bbq where she cooked raw meat,NOT
um sis i love you and all but this dont make sense im confused like what are you a boy or girli dont think you can be both and what is this saying about jason he isnt gayright,NOT
im making a big pot of soupchili zucchini garlic black beans white catalini beans dark and light kidney beans corn lentils rice tomatoes with green chilis cherry tomatoes onion crushed tomatoes homemade taco seasoning and its cooking it smells so good all the veggies expect for the beans is from my garden in the backyard all organic and so good,NOT
im not vegan myself but i avoid animal and animal by products a majority of the time i suggest oatmeal mix some almond milk in there green peas and beans are great sources of protein tofu is good toochipotle has a great tofu optionsofritas for the bowl best of luck trish,NOT
if nobody hasnt learned by now that trisha pastas is nothing more then a atention seeking media whore who is very mentally disturbed,ABU
i support freelee and durianrider,NOT
just remember you can lose weight on a vegan diet of course you also have to take into account you past eating habits like you you said youre used to starving yourself your body is going to get used to your new diet soon i gained a little bit of weight in the beginning as i transitionedin the past i didnt eat that much now i eat as much as i want and the weight stays off good luck of your vegan travels  can we see a what i eat in a day vegan video ,NOT
she saying alot of this bs off of stereotypes and its pissing me off,NOT
go for veganits amazing,NOT
men work harder and work more dangerous jobs say firewomen tongue twister right now say cleaning lady it flows so smoothly,NOT
i hope trisha hasnt forgotten shes trolling otherwise it may be strapon envy plus her percentage meter is broken love you blaire,NOT
ive watched these for the past three years i always learn about something i missed and am filled with hope by what i see every year theres been progress  will be a great year for veganism our world depends on it,NOT
or you idiot it actually represents different choices made by men and women on average you know that thing that becomes more and more obvious the less outside forces affect outcomes its why you idiots never talk about the scandinavian countries where the gender pay gap is most pronounced  because every single fact runs counter to your dumb narrative,NOT
 as a brazilian i thank plant based news for raising the awareness that the amazon is being destroyed by the meat industry,NOT
dont eat bananas theyre not very healthy,NOT
this is ridiculous its not about right or wrong but fairness i dont want to make life harder for trans women but bio women are always cowtowing to men then to add insult to injury now these empowered biological female athletes have fight for a fair chance to participate in a sport which often times their teams are not as well equipped or funded as male teams these trans woman have decided they are on equal footing as biological women which is not true or fair the more i think about the more insulted i am i dont want to hurt anyone feelings i haved dated trans people but biologically they are not the same trans women have an unfair advantage im sorry no i wont watch or support events that allows them to compete against biological women we as women need to learn from the trans community and unify fair is fair,ABU
look on pinterest for vegan recipes theres lots of them ,NOT
should have their own categories,ABU
trans ideology is all about gender stereotypes thoughwhat else could it be theres nothing innate about being male or female trisha is as trans as anyone else who feels like they are surely,NOT
i love you so much blaire ,NOT
i feel sorry for trisha she clearly is in a bad place she needs help i hope she gets it soon,NOT
end of womens sports,ABU
so proud of you for making an attempt at better health ,NOT
awesome vegan food includes rice beans different kinds noodles bread soyalmond milk nuts quinoa couscous vegetables and dont forget all the yummy spices and sauces you can getmake lucky for you living in la means you have a shit ton of vegan restaurants and places to go to love you and so proud of you xx,NOT
big thumbs up for this lady,NOT
two weeks maybe but forever girl bye lol,NOT
how can you eat that food and still maintain your figure i cant eat out more than once or twice a month otherwise my gut expands all the way to boston one piece of fried chicken makes my ass jiggle for like a week,NOT
you cant explain numbers to snowflakes and jigglypuffs they only care about emotions even if does emotions are more toxic than what they call toxic masculinity,ABU
earth balance mac and cheese and gardein beetles patties,NOT
if i had a dollar for every gender id have ,NOT
i wear over sized hoodies i dont wear makeup i wear boy hats i fancy girls and boys but bitch im happy female  u aint fucking trans lmfaooooooooooo im wheezing,ABU
this whole video invalidates trans people fuck trisha paytas shell do anything for attention at this point,ABU
not fair at all as a track athlete i would be furious if i lost because two biological men beat me,NOT
and the primary solution to so called man made climate change is cafos they are causing far more pollution and damage to our environment than any amount of c let alone a few points change on current levels  the c lie is just simply appalling,NOT
trisha youre amazing best of luck to you girl,NOT
none of this will matter when the robots take over,NOT
didnt you say you thought you were black too  whats next you gonna think you are a horse  trapped in a trans man gay black female ,ABU
do i identify as my natural born gender  do i think im transgender  so ur genderfluid not trans girl some days boy other days neither some days,NOT
my diet staples are fruit vegetables potatoes oatmeal pasta riceavoid oil at all costs even though its not an animal product if you want to shed fat dont eat high amounts of fat also checkout high carb hannah mommy tang the vegan sandwich showalso the edgy veg is a cool recipe show,NOT
bitch are you dumb ,ABU
good job trisha i hope you do well on this lifestyle watch vegan recipe videos and educate yourself im so happy for you,NOT
wow i cant believe men are better at being women than actual women hows that equality working out for you,NOT
i never comment on youtube videos but this is too much i have been out as a trans guy for  whole years and i almost killed myself because of the people around me and how they were treating me they have gotten better because they understood and  years later some people still dont i work for respect everyday and this could take some of that progress away youre not a guy please stop,NOT
hey trish congrats on going vegan  theres lots of protein in nuts and some vegetables if you find that you arent getting enough protein theres vegan protein powder that you can find in some places and make sure you eat enough calories,NOT
if that would be true all men be doing babysitting rather than work,NOT
what is a fact you might ask a fact is a antonym to a feminist argument,ABU
sunflowers brazil nuts quinoa and lentils,NOT
also peanut butter and toast is amazing as well buy some avocados too avocado toast is delicious and you can make some guacamole and still enjoy some chips and salsa with it try trader joes too they have many vegan wraps and burritos that are super yummy and a great onthego meal also whole food has  vegan chocolate pudding love you trish and good luck,NOT
i am not sure why so many people arent into this its all just straight up facts,NOT
i understand getting teased and bullied for things you cant control as a kid and how much that can affect you and how you see yourself as an adult i think more than anything you need to go talk to some people therapists that deal with identity and you need to really talk to trans people i understand you want to speak your truth but im not sure that you know enough or know who you are enough to talk about this this openly,NOT
even with this video theyll find something to nag about the so call pay gap myth ,NOT
they have the edge against their female counterparts if they want to compete they should advocate for a league on their own lets stop calling apples to pears,ABU
as a leftleaning individual i can say that this is a very welldone video this kind of content is exactly why i subscribe to prageru and would love to see more of because it uses facts and research as opposed to anecdotes to challenge a particular view it could only be made better if they were to cite every claim they make and link in the description so we can follow up on them there are certainly other videos by prageru that do make me suspicious of the source and i feel a better argument could be made if those were cited leftleaning because id rather not identify by party because neither side is  correct on everything and to place that label on yourself is to put yourself into a box where you feel pressure to defend your ideologys world view as opposed to your personal world view,NOT
lebron becomes transgender and goes to the wnba yeah that will be fair,NOT
she had fucking sour cream and onion chips on snapchat today,NOT
it is not right they are not girls and are not able to be traced for doping because they can easily stop the female hormones and gain an edge thats the issue they also have male brains and theyre dopamine levels are totally different from girls their fight or flight is different stature is different they arent competing with all of the female characteristics that make women a bit slower compared to them let them compete but it needs to be a fully trans team we wouldnt have able bodied people in the para olympics because they feel disabled right so im just saying  at the end of the day they are still chromosmallly boys soon to be men living as transwomen wear what you want  present yourself how you want love who you want no issues with that but this is not fair at all hell we even make sure kids of certain ages cant compete against certain groups in schools we just need trans teams and then that will be fair just my opinion nototransphobia yestofairness,ABU
me after watching season  of rupauls drag race but in all seriousness tho i am a cis woman who dresses masculine because i am comfortable being a tomboy i am not trans i do not suffer from gender dysphoria which i believe is what you need to have to be trans i am a woman who is happy being in a womans body but i like mens clothes as much as like womens trisha obviously does not know the definition of transgender let alone how it works,NOT
a balanced video  people still offended,NOT
 i dont get theythem pronouns its to confusing  whats confusing we dont wanna be called a guy or a girl used in a sentence i was hanging out with name this weekend they kept making jokes about politics so i kinda just let them be i dont mean to blow up but really that is almost as burned out as your non binary so your what an attack helicopter,NOT
hi i just ran into your channel and wanted to say my opinion do i think trish is transgender no now if she was doing to progesterone shots and doing surgeries then id say yeah but just because youre attracted to gay men it doesnt make you transgender i think she need serious professional help i love trish but jeez shes a mess,NOT
i feel hungry when i see fish i enjoy eating shrimps and squid while they are alive is there something wrong with me,NOT
this isnt fairthey should not be allowed to complete with biological women,NOT
you do realize that some people gain weight when they try eating a full vegan diet it doesnt work for everyone trish,NOT
this is dumb,NOT
i would like to go vegan some day when im older cuz im only  now and i may go vegetarian to vegan but when im like  years old,NOT
well then tell vegans to stop breathing and farting methane,NOT
i cant like this video enough,NOT
i understand that a lot of the gap can be ascribed to choices made by both men and women but i think it is important to consider societal attitudes which discourage women from aspiring to careers in highpaying jobs and especially stem fields and push them toward softer more traditionally feminine career paths,NOT
tht thete isnt one,NOT
the best parts of blaire whites videos are the bitch factor cause everyone she talks about she always has some sassattitude about them  i love it,NOT
youre going vegan but dont eat vegetables lol what are you gonna eat rice and beans everyday,NOT
sushiiiii and also sushi and falafel wraps and sushi and burritos and sushi,NOT
i noticed that females lead jobs that help other people just something i noticed im not trying to be rude about it not sure if it takes less education but psychology takes a lot of schooling so im not sure the common factor,NOT
if women are paid less than men then why do business even hire men in the first place companies will want to minimize their production costs so why would they choose one source that costs more than the other for equal work id say theres more to this story also theres a bunch of jobs that are always highlighted where men get paid more where do women get paid more,NOT
didnt see this one coming,NOT
whos idea was it to allow them to compete in female category typical man syndrome ridiculous bang out of order,ABU
im not particularly a vegan but i do enjoy the vegan diet and vegan products that being said i know you really like toast so i recommend buying the vegan butter that is at trader joes honestly so much better than regular butter,NOT
hey trish im also a new vegan but i have some experience as ive been a vegan for a few months now i eat a starch based vegan diet rather than what freelee eats raw till  basically she eats an all fruit diet until  pm an then she cooks a vegan meal for dinner and shes made countless videos on what she eats in a day definitely go check them out personally however what i find to be more sustainable is a starch based diet that a lot of vegans thrive on heres an example of what i eat in a day breakfast mango smoothie i eat a smoothie for breakfast nearly every single day i freeze bananas and mangos and put them in it for a cool and creamy texture similar to icecream lunch three small brown potatoes with and asparagus broccoli and cauliflower medley i typically put a tomatoey sauce on top or sometimes barbecue sauce if im looking for some nice tang dinner basmati rice and black beans with an avocado sprinkled with granulated garlic i usually combine the mixture w tomatoes red onions and lime in addition i have a bit of salsa on the side snacks i only eat fruit for snacks remember to carb the fuck up if i were you i would stock up on rice legumesbeans fruit and vegetables whole grain breads and pasta and vegetable stock also try lots of lentils and stuff like quinoa the recipes are endless also cauliflower is amazing and is good for a lot of vegan dishes i find the most of mine on pinterest its amazing remember that you must eat in abundance on this diet and stray away from replacement items like daya cheese however if you crave those items spend the money on a vegan pizza every once in a while you will make mistakes but just remember to forgive yourself this is no temporary fix however if you want to see true long term results you must continue on a beautiful diverse whole plant based diet since my vegan transition i have lost the excess off of my stomach and see it being a lot flatter in addition my skin isnt perfect bc i do suffer from acne but it has become much more manageable and has cleared up tremendously throughout this journey you will see body results but it also teaches you how to love your body and also a lot about compassion i encourage to keep researching the vegan lifestyle and motivate yourself to continue love you trish good luck on your vegan journey,NOT
vox is so cute lol they think this is true just because they used cute pictures,NOT
proof that bullying works,NOT
im just gonna let this here and hopefully you will read this sorry if my english is bad  obviously there is a lot of hate around you and your channel so i was really septic about you i didnt really know what to think but recently i have been watching my eating disorder story type of videos on youtube and i have noticed that most of the people who recovered were now vegan and a lot of them mentionned your name i just wanted to say that you really earned a lot of my respect as eating disorders are a really touchy topic for me you literally saved peoples life and that is beautiful so yeah maybe you are called bitchy and stuff about your videos but lets not forget that you helped a lot of people  love xo,NOT
im gay for blaire,NOT
terry miller sucks  is his m time thats honestly terrible mines is  as a freshman,NOT
its just a medal ok i keep comin in third cuz these  dudes keep beating everyone on the girls team for some of these young ppl sports are everything and make a major impact on their futures there wouldnt be a damn team every parent should pull their child out let them dudes run against each other create a damn transgender team lawd imma start identifying as a transwhite woman im done this shit is a complete circus,ABU
gotta get into that burgeoning field of blimp piloting ladies,NOT
oh look at that you had nothing to say about you being a troll ,NOT
freelee i love when you do a what i eat in a day  d,NOT
on her closing sentence she looked and sounded very confused why didnt they reshoot,NOT
da fuck they look like men with wigs and girl clothing lol sheesh,ABU
am i trying to spread awareness for trans equality  but am i telling someone else theyre not transgender cuz why not ,ABU
this is just a feminist channel now un sub,NOT
btw you should eat lots of fruit like raspberries blueberries black berries and cherries,NOT
list of things to eatricebeanspotatoeslentilspasta oatmeal mac and cheese and many more things,NOT
i never thought id see this day i am so proud of you for doing this trish this is so healthy for your body and i hope you stick to this for good from one vegan to another good luck,NOT
this channel is the greatest thing ive ever seen,NOT
frozen blueberries are also to die for,NOT
ohh your feelings are more important than what is really fair to biologically women now its cool to be different i guess tomorrow i want to be identified as a precedent for the united states because thats how i feel ,ABU
aaaaaaaaaaaaah this is vodka btw effin dead,NOT
this is why u shouldnt be on youtube this is the outcome a mini stroke  viewer discretion is advised,NOT
if you want to know how to eat order freelees online book the first version she put out is free meal plans inside,NOT
god damn i love you ,NOT
i like this video but i do wonder about when she talks about the choices women make when it comes to job choices because in the highest paying jobs listed women are less likely to take them because of the discrimination and expectations they face so when i look at it they present an illusion of choice that it is  womens choice to not take those jobs for the most part this is a well presented video but im just thinking about that so maybe its not only a wage gap problem but also the gender disparity in fields of work,NOT
trisha talks about the lgbtq community like its a highschool club that shes not allowed in,NOT
trish dont watch those videos slaughter house vids freelee watch farm to fridge link in the description,NOT
